Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,20,1,41.0,1,0,0,24345.0,160.0,13,0
0,24,1,8.0,0,0,0,36586.0,151.0,120,0
0,72,1,28.0,0,1,1,69241.0,124.0,119,0
0,56,1,33.0,0,1,1,25842.0,26.0,11,1
0,70,1,39.0,0,1,1,31738.0,124.0,50,0
1,37,1,30.0,0,1,1,34139.0,124.0,299,0
0,72,1,29.0,1,1,0,26357.0,152.0,280,0
0,22,1,36.0,1,0,0,31841.0,160.0,228,0
1,26,1,29.0,1,0,0,30740.0,152.0,132,0
0,26,1,29.0,1,0,0,43155.0,152.0,232,0
0,34,1,41.0,0,1,1,46127.0,124.0,276,0
0,28,1,32.0,1,0,0,22446.0,152.0,105,0
1,41,1,39.0,0,1,1,64967.0,124.0,212,0
0,37,1,46.0,1,1,0,25944.0,160.0,244,0
0,41,1,46.0,0,1,0,39466.0,26.0,218,1
1,47,1,28.0,1,1,0,31110.0,122.0,109,0
0,26,1,30.0,0,0,1,31373.0,152.0,197,1
0,30,1,23.0,1,0,0,32995.0,152.0,13,0
1,22,1,10.0,1,0,0,26313.0,152.0,107,0
0,51,1,28.0,0,1,1,52152.0,124.0,194,1
0,41,1,45.0,1,1,0,31018.0,122.0,252,0
1,55,1,50.0,0,2,1,39932.0,157.0,140,0
0,30,1,35.0,1,0,0,27520.0,152.0,270,0
0,22,1,46.0,0,0,1,42385.0,152.0,63,0
0,75,1,20.0,1,1,0,2630.0,26.0,219,0
1,52,1,28.0,1,1,0,50399.0,26.0,210,0
0,64,1,28.0,1,1,0,35515.0,124.0,199,0
0,40,1,7.0,1,1,1,2630.0,156.0,70,0
0,29,1,35.0,1,0,0,35746.0,152.0,12,0
0,51,1,38.0,0,1,1,26088.0,154.0,140,0
0,37,1,49.0,0,1,1,2630.0,156.0,163,1
0,21,1,3.0,1,0,0,22137.0,160.0,293,0
0,22,1,45.0,1,0,0,34575.0,152.0,148,0
0,60,1,11.0,1,1,0,45324.0,124.0,233,0
1,28,1,6.0,1,0,0,14380.0,152.0,161,0
0,56,1,35.0,0,1,0,2630.0,26.0,257,0
0,46,1,28.0,0,1,1,37437.0,26.0,186,1
1,40,1,35.0,0,1,1,24675.0,124.0,127,0
1,66,1,6.0,0,1,1,18355.0,26.0,54,0
0,65,1,28.0,0,1,1,26945.0,26.0,265,0
1,24,1,33.0,1,0,0,24534.0,152.0,148,0
0,27,1,50.0,1,0,0,28388.0,152.0,42,0
1,27,1,41.0,1,0,0,30080.0,152.0,240,0
0,52,1,2.0,0,1,1,35788.0,124.0,296,0
1,43,1,8.0,0,1,0,2630.0,157.0,206,0
0,23,1,50.0,1,0,0,53047.0,152.0,239,0
1,27,1,8.0,1,0,0,23476.0,152.0,203,0
0,22,1,11.0,0,0,0,27068.0,152.0,189,1
1,33,1,30.0,0,0,1,32829.0,152.0,246,1
1,23,1,8.0,1,0,0,44949.0,152.0,244,0
0,64,1,28.0,1,1,0,48815.0,122.0,254,0
1,34,1,28.0,1,1,0,48476.0,125.0,147,0
0,21,1,28.0,1,0,0,43869.0,152.0,198,0
1,56,1,28.0,0,2,1,43463.0,26.0,97,1
0,67,1,46.0,0,1,1,38362.0,30.0,234,1
0,23,1,28.0,1,0,0,33332.0,152.0,187,0
1,29,1,48.0,0,1,1,2630.0,156.0,276,0
1,44,1,28.0,0,1,1,38615.0,124.0,278,0
1,50,1,28.0,1,1,0,37562.0,124.0,48,0
1,44,1,35.0,1,1,0,2630.0,124.0,136,0
1,25,1,13.0,1,0,0,34354.0,152.0,175,0
1,22,1,3.0,0,0,1,23309.0,160.0,202,0
1,26,1,6.0,0,0,1,2630.0,152.0,272,0
0,50,1,12.0,0,1,1,31120.0,124.0,76,0
0,37,1,27.0,0,1,1,25415.0,124.0,182,1
0,23,1,50.0,1,0,0,45283.0,152.0,232,0
0,35,1,29.0,1,1,0,55493.0,26.0,162,0
0,24,1,36.0,1,0,0,2630.0,152.0,220,0
1,22,1,11.0,1,0,0,32150.0,152.0,85,0
1,23,1,28.0,0,1,1,27066.0,26.0,277,0
0,53,1,28.0,0,1,1,40796.0,154.0,228,1
0,24,1,50.0,1,0,0,33458.0,152.0,215,0
0,38,1,35.0,0,1,1,2630.0,26.0,204,0
1,55,1,0.0,0,1,1,2630.0,26.0,281,0
0,22,1,47.0,1,0,0,33316.0,152.0,286,0
1,27,1,33.0,1,0,0,33892.0,152.0,192,0
0,37,1,27.0,0,1,1,2630.0,152.0,247,0
0,36,1,28.0,0,1,1,2630.0,124.0,209,0
1,60,1,8.0,0,1,1,50141.0,25.0,219,0
0,22,1,11.0,1,0,0,34172.0,152.0,139,0
1,24,1,47.0,1,0,0,37211.0,152.0,84,0
0,28,1,33.0,1,0,0,2630.0,152.0,92,0
0,40,1,3.0,0,1,1,33164.0,124.0,253,0
0,47,1,28.0,1,1,0,39257.0,26.0,247,0
0,43,1,18.0,0,0,0,2630.0,1.0,160,0
1,55,1,28.0,0,1,1,72963.0,26.0,102,0
1,53,1,9.0,0,1,1,29000.0,156.0,62,1
1,44,1,14.0,0,1,1,72963.0,124.0,203,0
1,37,1,28.0,0,1,1,54155.0,26.0,90,0
1,38,1,28.0,1,1,0,32661.0,26.0,108,0
0,41,1,36.0,0,1,1,22659.0,154.0,87,0
0,21,1,30.0,0,0,1,30278.0,160.0,176,1
1,26,1,2.0,1,0,0,23232.0,160.0,162,0
1,70,1,35.0,0,2,1,20743.0,124.0,41,0
1,25,1,41.0,1,0,0,32604.0,152.0,130,0
0,29,1,11.0,0,0,1,2630.0,156.0,156,0
0,48,1,3.0,0,1,1,2630.0,26.0,152,0
0,65,1,28.0,0,1,1,42160.0,122.0,173,1
0,54,1,28.0,0,1,1,41705.0,26.0,224,0
0,24,1,13.0,1,0,0,28757.0,152.0,189,0
0,21,1,29.0,1,0,0,33403.0,152.0,59,0
0,61,1,13.0,0,2,1,31524.0,26.0,196,1
0,26,1,3.0,0,1,1,49106.0,163.0,10,0
0,40,1,8.0,0,1,1,34831.0,124.0,241,0
0,59,1,30.0,0,1,1,31669.0,124.0,165,1
1,25,1,6.0,1,0,0,23410.0,152.0,285,0
1,27,1,41.0,1,0,0,38108.0,152.0,96,0
0,24,1,2.0,1,0,0,25813.0,152.0,201,0
1,37,1,28.0,0,1,0,32612.0,26.0,219,0
1,28,1,28.0,1,0,0,50841.0,152.0,73,0
0,24,1,45.0,1,0,0,2630.0,152.0,217,0
0,23,1,21.0,1,0,0,32377.0,152.0,201,0
1,57,1,28.0,1,1,0,34995.0,26.0,244,0
1,25,1,25.0,0,0,1,32700.0,152.0,201,0
0,51,1,28.0,0,1,0,32437.0,26.0,104,0
1,44,1,41.0,0,1,1,37117.0,26.0,162,1
1,25,1,23.0,1,0,0,23670.0,152.0,205,0
1,44,1,3.0,0,1,1,2630.0,156.0,192,0
1,21,1,50.0,0,0,1,18453.0,152.0,123,0
1,23,1,34.0,1,0,0,32370.0,26.0,214,0
0,73,1,28.0,0,1,1,34661.0,26.0,252,0
0,73,1,46.0,0,1,1,48160.0,124.0,237,0
0,49,1,33.0,0,1,1,2630.0,124.0,59,0
1,22,1,45.0,1,0,0,30624.0,152.0,45,0
1,34,1,41.0,0,1,1,35318.0,152.0,24,0
1,29,1,37.0,0,0,0,2630.0,160.0,172,0
1,58,1,46.0,1,1,0,28616.0,11.0,243,0
0,50,1,28.0,1,1,0,45821.0,26.0,108,0
0,44,1,8.0,0,1,0,34146.0,124.0,135,0
1,49,1,45.0,1,1,1,2630.0,156.0,175,0
1,28,1,41.0,1,0,0,30675.0,152.0,265,0
1,22,1,30.0,1,0,0,23194.0,152.0,33,0
1,28,1,28.0,1,0,0,23315.0,152.0,147,0
1,78,1,28.0,0,1,1,40590.0,26.0,91,0
1,33,1,41.0,1,0,0,22528.0,152.0,289,0
0,36,1,28.0,0,1,1,48529.0,124.0,214,1
0,25,1,13.0,1,0,0,23493.0,152.0,195,0
1,25,1,28.0,1,0,0,50395.0,151.0,117,0
1,55,1,47.0,0,1,1,2630.0,156.0,43,1
0,52,1,47.0,0,1,1,35513.0,124.0,29,0
0,49,1,50.0,0,1,1,37395.0,8.0,276,0
1,74,1,28.0,0,2,1,47327.0,124.0,57,0
1,25,1,10.0,1,0,0,22459.0,152.0,269,0
0,27,1,46.0,0,1,0,2630.0,156.0,232,0
1,26,1,41.0,1,0,0,23710.0,152.0,175,0
0,50,1,18.0,1,1,0,46883.0,26.0,18,0
1,37,1,28.0,0,1,1,2630.0,124.0,84,0
1,28,1,28.0,1,0,0,38417.0,152.0,238,0
0,22,1,8.0,0,0,1,2630.0,152.0,111,0
1,22,1,3.0,1,0,0,34155.0,152.0,87,0
1,33,1,24.0,0,1,1,34653.0,124.0,157,0
1,48,1,12.0,0,1,1,28785.0,163.0,290,1
0,24,1,31.0,1,0,0,2630.0,160.0,175,0
0,62,1,28.0,0,1,1,40441.0,124.0,202,0
0,45,1,28.0,0,2,1,56426.0,124.0,131,0
0,25,1,33.0,1,0,0,49697.0,151.0,242,0
0,25,1,15.0,0,0,0,39558.0,152.0,17,0
1,40,1,28.0,1,1,0,21025.0,26.0,284,0
1,25,1,18.0,1,0,0,26843.0,156.0,83,0
1,22,1,15.0,1,0,1,2630.0,152.0,227,0
1,32,1,36.0,0,0,1,2630.0,152.0,91,0
1,43,1,28.0,1,1,0,39877.0,122.0,152,0
0,29,1,8.0,1,1,0,29861.0,124.0,285,0
0,44,1,11.0,0,1,1,31453.0,124.0,168,1
0,37,1,29.0,0,1,1,2630.0,124.0,218,1
0,25,1,29.0,1,0,0,31343.0,152.0,283,0
0,49,1,38.0,0,1,1,36524.0,26.0,119,1
0,39,1,28.0,1,1,0,42150.0,55.0,115,0
1,29,1,15.0,0,1,1,36532.0,157.0,246,0
0,52,1,15.0,0,1,1,29414.0,155.0,173,1
0,21,1,37.0,1,0,0,29078.0,152.0,54,0
1,47,1,15.0,0,1,1,51051.0,26.0,138,0
1,27,1,28.0,1,1,0,21874.0,26.0,164,0
0,41,1,47.0,1,1,0,2630.0,26.0,257,0
0,24,1,30.0,0,0,1,39166.0,152.0,227,1
0,55,1,28.0,0,1,1,45734.0,25.0,72,0
1,55,1,28.0,0,2,1,45305.0,26.0,34,0
0,25,1,47.0,0,0,0,43325.0,152.0,162,0
1,37,1,35.0,1,1,0,2630.0,156.0,76,0
0,24,1,41.0,1,0,0,32309.0,152.0,15,0
1,21,1,28.0,0,0,1,40575.0,152.0,147,0
0,49,1,7.0,0,1,1,47128.0,124.0,82,0
1,22,1,29.0,1,0,0,39051.0,152.0,60,0
0,29,1,6.0,1,0,0,34618.0,152.0,299,0
0,47,1,33.0,1,1,0,19226.0,124.0,244,0
0,42,1,29.0,0,1,1,2630.0,15.0,90,0
0,43,1,46.0,0,1,1,34320.0,124.0,161,1
1,24,1,43.0,0,0,0,2630.0,152.0,110,0
0,58,1,28.0,0,2,1,38775.0,26.0,144,1
1,22,1,8.0,1,0,0,37324.0,152.0,55,0
0,34,1,50.0,0,1,1,30290.0,26.0,66,0
1,22,1,49.0,0,0,1,30281.0,152.0,67,0
0,68,0,28.0,0,1,1,47166.0,124.0,31,0
1,23,1,15.0,0,0,0,31000.0,152.0,162,0
1,71,1,28.0,0,1,1,44746.0,55.0,167,1
1,23,1,50.0,1,0,0,2630.0,152.0,254,0
1,65,1,39.0,1,1,0,63825.0,124.0,156,0
0,40,1,10.0,1,1,0,36862.0,124.0,89,0
1,33,1,13.0,0,0,0,27069.0,152.0,86,0
0,23,1,50.0,1,0,0,30016.0,152.0,210,0
0,34,1,15.0,0,1,1,25856.0,124.0,198,0
0,69,1,28.0,1,1,0,32755.0,26.0,256,0
0,35,1,28.0,0,1,1,40846.0,124.0,247,1
0,45,1,28.0,0,1,1,2630.0,26.0,262,0
0,43,1,6.0,0,1,1,24258.0,154.0,130,0
1,55,1,12.0,1,1,0,21189.0,26.0,108,0
0,44,1,28.0,0,1,1,48311.0,26.0,53,1
0,42,1,35.0,0,1,1,2630.0,156.0,59,0
0,36,1,28.0,0,1,1,34961.0,60.0,281,0
0,41,1,48.0,0,1,1,2630.0,15.0,174,0
1,32,1,11.0,1,1,0,38310.0,124.0,11,0
1,24,1,8.0,1,0,0,34375.0,152.0,266,0
1,39,1,35.0,0,1,1,25305.0,124.0,225,0
0,32,1,50.0,0,1,1,40761.0,124.0,255,0
1,25,1,29.0,1,0,0,20894.0,152.0,23,0
0,21,1,23.0,1,0,0,2630.0,160.0,142,0
0,74,1,20.0,0,1,1,2630.0,154.0,95,0
0,43,1,28.0,0,2,1,39480.0,124.0,282,0
0,50,1,28.0,0,2,1,32648.0,26.0,14,1
0,21,1,14.0,0,0,1,2630.0,152.0,112,0
1,77,1,39.0,1,1,0,41941.0,122.0,60,0
0,57,1,29.0,0,1,1,32903.0,124.0,157,1
1,61,1,30.0,1,1,0,36737.0,140.0,134,0
0,51,1,21.0,0,1,1,27513.0,124.0,121,0
0,42,1,28.0,1,1,1,43258.0,156.0,191,0
0,33,1,45.0,1,0,0,22160.0,152.0,129,0
1,52,1,15.0,0,1,1,30122.0,14.0,27,1
0,75,1,28.0,0,1,1,22535.0,122.0,223,1
1,23,1,30.0,1,0,0,41650.0,152.0,84,0
1,25,1,28.0,1,0,0,2630.0,152.0,115,0
1,27,1,3.0,1,0,0,24916.0,152.0,156,0
1,42,1,14.0,0,1,1,26763.0,124.0,174,1
0,33,1,46.0,0,1,1,20580.0,124.0,138,0
0,35,1,28.0,0,1,1,36631.0,124.0,284,1
1,38,1,8.0,1,1,0,2630.0,160.0,15,0
1,32,1,36.0,1,0,0,20779.0,152.0,178,0
1,20,1,14.0,1,0,0,2630.0,160.0,87,0
1,33,1,27.0,0,0,1,2630.0,157.0,10,0
1,21,1,18.0,1,0,0,28417.0,152.0,213,0
0,70,1,28.0,0,2,1,71409.0,26.0,73,0
0,45,1,13.0,0,1,1,25708.0,26.0,38,0
1,24,1,2.0,1,0,0,32663.0,152.0,102,0
0,27,1,30.0,0,1,1,2630.0,156.0,262,0
0,53,1,28.0,0,1,1,31759.0,124.0,68,0
1,32,1,48.0,0,0,0,2630.0,152.0,133,0
1,76,1,28.0,0,1,1,49815.0,122.0,11,0
1,24,1,14.0,1,0,0,23399.0,152.0,49,0
1,69,1,28.0,0,1,1,52851.0,122.0,148,0
0,47,1,28.0,1,1,0,43557.0,124.0,150,0
1,69,1,46.0,0,1,1,39627.0,157.0,194,0
1,27,1,28.0,1,1,0,30135.0,124.0,245,0
0,46,1,19.0,1,1,0,2630.0,154.0,45,0
0,48,1,28.0,0,1,1,68679.0,26.0,66,0
1,22,1,13.0,0,0,1,45816.0,152.0,77,0
1,21,1,8.0,1,0,0,31388.0,160.0,124,0
0,56,1,3.0,0,2,1,29950.0,26.0,173,1
1,25,1,8.0,1,0,0,60657.0,152.0,227,0
0,25,1,15.0,0,0,1,32230.0,152.0,16,1
1,26,1,29.0,1,0,0,40816.0,152.0,165,0
0,53,1,28.0,0,1,1,59214.0,124.0,247,1
0,21,1,25.0,0,0,1,26941.0,160.0,295,0
0,41,1,33.0,0,1,1,40579.0,26.0,259,0
1,22,1,4.0,1,0,0,25101.0,152.0,247,0
1,44,1,36.0,0,1,1,32337.0,152.0,127,0
0,32,1,48.0,0,1,1,2630.0,154.0,289,0
0,56,1,28.0,0,1,0,41640.0,55.0,210,0
0,31,1,28.0,0,1,0,64679.0,26.0,42,0
0,58,1,28.0,0,2,1,59001.0,122.0,131,0
0,29,1,30.0,1,0,0,25355.0,152.0,137,0
0,73,1,28.0,0,1,1,67067.0,55.0,132,0
0,25,1,6.0,1,0,1,2630.0,152.0,88,0
0,24,1,36.0,1,0,0,22277.0,152.0,112,0
1,37,1,46.0,0,1,0,37470.0,152.0,287,0
1,46,1,28.0,0,1,1,51414.0,26.0,131,0
0,30,1,15.0,0,0,1,2630.0,152.0,146,1
0,56,1,41.0,0,1,1,51068.0,26.0,199,1
1,56,1,30.0,1,1,0,18313.0,124.0,139,0
0,25,1,36.0,1,0,0,42452.0,152.0,37,0
0,34,1,8.0,0,1,1,32293.0,157.0,284,0
0,48,1,50.0,0,1,1,31059.0,8.0,175,0
0,35,1,8.0,0,1,1,2630.0,124.0,186,0
1,26,1,10.0,1,0,0,30017.0,152.0,247,0
1,28,1,49.0,0,0,1,2630.0,152.0,50,0
0,22,1,2.0,0,0,1,36636.0,152.0,212,0
1,38,1,28.0,0,1,0,49210.0,124.0,229,0
1,38,1,28.0,1,1,0,52917.0,124.0,264,0
0,43,1,28.0,0,1,0,37073.0,124.0,175,0
1,25,1,46.0,1,0,0,30184.0,152.0,117,0
0,60,1,3.0,0,2,1,2630.0,26.0,283,1
1,74,1,7.0,0,1,1,2630.0,163.0,148,0
1,25,1,30.0,1,0,0,21703.0,152.0,196,0
1,24,1,15.0,0,0,0,28474.0,151.0,28,0
1,23,1,8.0,0,0,1,41617.0,152.0,97,0
0,67,1,11.0,0,1,1,2630.0,26.0,191,0
0,38,1,28.0,1,1,0,23360.0,124.0,89,0
0,37,1,28.0,1,1,0,41653.0,124.0,20,0
0,44,1,28.0,1,1,0,57067.0,124.0,101,0
0,51,1,2.0,0,1,1,35337.0,124.0,50,0
0,56,1,28.0,1,1,0,2630.0,26.0,169,0
0,27,1,24.0,0,0,1,31645.0,152.0,149,0
0,24,1,15.0,0,0,1,2630.0,26.0,253,0
0,56,1,28.0,0,1,1,37528.0,124.0,78,0
0,24,1,8.0,1,0,0,30284.0,152.0,153,0
1,24,1,6.0,1,0,0,30644.0,152.0,155,0
1,27,1,3.0,1,0,0,35309.0,152.0,73,0
1,38,1,29.0,0,1,1,26415.0,124.0,195,1
0,49,1,12.0,0,1,1,39167.0,26.0,161,0
1,44,1,8.0,0,1,1,72963.0,26.0,189,0
0,41,1,28.0,0,1,1,45369.0,124.0,206,0
0,21,1,37.0,1,0,0,24621.0,152.0,184,0
0,42,1,46.0,0,1,1,2630.0,156.0,142,0
1,54,1,47.0,0,2,1,33209.0,122.0,241,0
0,28,1,8.0,1,0,0,34390.0,152.0,168,0
0,35,1,28.0,0,1,1,36399.0,124.0,176,0
0,48,1,18.0,0,1,1,30620.0,122.0,170,0
0,40,1,8.0,0,1,1,2630.0,156.0,286,0
0,49,1,28.0,0,1,1,34486.0,124.0,171,1
0,20,1,46.0,1,0,0,36942.0,160.0,193,0
1,44,1,29.0,0,1,0,35456.0,124.0,223,0
0,31,1,28.0,0,0,1,60325.0,124.0,260,1
0,26,1,3.0,1,0,0,24559.0,152.0,15,0
0,20,1,47.0,0,0,1,38313.0,160.0,32,0
0,23,1,36.0,1,0,0,47081.0,152.0,71,0
0,48,1,28.0,0,2,1,45002.0,26.0,262,1
0,53,1,28.0,0,2,1,53380.0,26.0,28,1
1,23,1,50.0,1,0,0,52000.0,152.0,180,0
1,56,1,28.0,0,1,1,2630.0,122.0,153,0
1,79,1,28.0,0,2,1,32734.0,26.0,113,0
1,22,1,36.0,0,0,1,37037.0,152.0,210,0
0,21,1,46.0,0,0,1,44860.0,160.0,109,0
1,76,1,28.0,0,1,1,41718.0,124.0,282,0
0,22,1,28.0,0,0,1,42118.0,26.0,193,0
1,22,1,13.0,1,0,0,33327.0,152.0,15,0
1,38,1,8.0,0,1,1,40321.0,124.0,88,0
1,30,1,15.0,1,0,0,27367.0,152.0,85,0
0,40,1,33.0,0,1,1,36146.0,124.0,269,0
0,27,1,40.0,0,0,1,27094.0,152.0,113,0
0,30,1,35.0,1,0,0,30557.0,152.0,99,0
0,29,1,15.0,1,0,0,34968.0,152.0,130,0
0,46,1,11.0,0,1,1,17903.0,156.0,219,0
1,23,1,35.0,1,0,0,47640.0,152.0,159,0
1,42,1,28.0,0,1,1,26678.0,125.0,263,0
1,26,1,29.0,1,0,0,22486.0,152.0,78,0
1,23,1,15.0,1,0,0,30362.0,152.0,23,0
1,26,1,41.0,1,0,0,28706.0,152.0,69,0
0,46,1,28.0,0,1,1,29283.0,26.0,94,1
0,57,1,41.0,1,1,0,39286.0,12.0,44,0
0,35,1,28.0,1,1,0,25600.0,124.0,59,0
1,42,1,28.0,1,1,0,44808.0,26.0,282,0
0,45,1,3.0,0,1,1,2630.0,124.0,257,1
1,22,1,8.0,0,0,1,43841.0,152.0,22,0
1,21,1,9.0,0,0,1,30218.0,160.0,247,0
1,49,1,28.0,0,1,0,41541.0,124.0,188,0
0,55,1,19.0,0,2,1,2630.0,26.0,130,0
0,33,1,36.0,0,0,1,30650.0,124.0,46,1
1,24,1,46.0,1,0,0,20336.0,26.0,293,0
1,54,1,20.0,0,2,1,2630.0,124.0,127,0
0,62,1,11.0,0,1,1,31356.0,124.0,27,1
0,49,1,12.0,1,1,0,2630.0,26.0,295,0
0,57,1,28.0,1,1,0,35875.0,152.0,130,0
1,24,1,32.0,0,0,0,72963.0,152.0,292,0
1,23,1,15.0,1,0,1,24542.0,152.0,96,0
0,25,1,46.0,1,0,0,25746.0,152.0,287,0
1,42,1,33.0,0,1,1,42596.0,26.0,241,1
1,36,1,28.0,0,1,1,30959.0,122.0,80,1
0,25,1,36.0,1,0,0,25673.0,152.0,238,0
0,34,1,45.0,0,1,0,2630.0,156.0,168,0
1,45,1,28.0,0,1,1,32468.0,26.0,83,0
1,43,1,33.0,0,1,1,22412.0,156.0,118,1
1,23,1,43.0,1,0,0,36409.0,152.0,176,0
1,23,1,28.0,1,0,0,31943.0,152.0,43,0
1,22,1,29.0,1,0,0,46661.0,152.0,170,0
1,53,1,28.0,0,1,1,33690.0,26.0,292,0
1,53,1,8.0,1,1,0,72963.0,26.0,153,0
1,47,1,28.0,0,1,1,43707.0,124.0,218,0
0,32,1,14.0,1,0,0,42370.0,152.0,24,0
0,42,1,28.0,1,1,0,55110.0,122.0,142,0
1,36,1,28.0,0,1,1,65024.0,124.0,275,0
1,28,1,28.0,0,0,1,37466.0,152.0,107,0
1,24,1,15.0,1,0,0,36768.0,152.0,113,0
0,27,1,16.0,1,0,0,26178.0,152.0,203,0
1,55,1,41.0,1,1,0,48390.0,109.0,219,0
1,44,1,28.0,0,1,1,26779.0,26.0,133,0
1,25,1,10.0,1,0,0,33490.0,152.0,146,0
0,36,1,38.0,0,1,1,57844.0,124.0,16,0
1,24,1,26.0,0,0,0,2630.0,152.0,205,0
0,24,1,37.0,1,0,0,29271.0,152.0,291,0
1,64,1,28.0,0,1,1,52361.0,26.0,184,0
0,30,1,28.0,1,1,0,2630.0,156.0,184,0
0,46,1,28.0,0,2,1,44474.0,26.0,278,1
0,44,1,35.0,0,1,1,26194.0,124.0,104,1
1,47,1,28.0,1,1,0,31173.0,26.0,109,0
0,44,1,46.0,0,1,0,34328.0,124.0,46,0
1,24,1,37.0,0,0,1,35392.0,152.0,270,0
0,29,1,11.0,0,1,1,2630.0,156.0,58,0
0,24,1,41.0,1,0,0,37087.0,152.0,85,0
0,24,1,41.0,1,0,0,37656.0,152.0,136,0
0,54,1,46.0,0,1,1,50690.0,11.0,238,0
1,28,1,21.0,1,0,0,31823.0,152.0,174,0
1,24,1,41.0,1,0,0,35598.0,152.0,61,0
1,21,1,3.0,0,0,1,22626.0,160.0,263,0
0,24,1,13.0,1,0,0,28049.0,152.0,178,0
1,22,1,30.0,1,0,0,28116.0,160.0,222,0
0,21,1,36.0,1,0,0,38608.0,152.0,263,0
0,52,1,50.0,0,2,1,30414.0,124.0,201,1
1,32,1,28.0,1,1,0,53100.0,124.0,184,0
0,22,1,16.0,0,0,1,31851.0,152.0,270,0
1,54,1,6.0,0,1,1,27186.0,124.0,150,1
0,53,1,28.0,0,1,1,38827.0,124.0,207,0
1,24,1,25.0,1,0,0,2630.0,152.0,224,0
1,62,1,36.0,0,1,0,44239.0,152.0,201,0
1,24,1,43.0,1,0,0,28785.0,152.0,290,0
0,37,1,8.0,0,1,1,43571.0,154.0,87,0
0,34,1,7.0,0,1,1,2630.0,156.0,225,1
0,69,1,28.0,1,1,0,45388.0,24.0,202,0
0,67,1,28.0,1,1,0,46752.0,26.0,278,0
0,63,1,28.0,0,1,1,70452.0,52.0,97,1
0,40,1,50.0,1,1,0,38552.0,124.0,120,0
1,43,1,28.0,1,1,0,72963.0,124.0,241,0
0,23,1,36.0,1,0,0,34579.0,152.0,282,0
1,26,1,38.0,1,0,0,63302.0,152.0,156,0
0,44,1,50.0,0,1,1,46017.0,124.0,210,0
0,46,1,20.0,0,1,1,2630.0,124.0,194,1
0,45,1,28.0,0,1,1,2630.0,26.0,275,0
0,46,1,28.0,0,1,1,59318.0,26.0,170,0
0,34,1,3.0,0,1,1,15893.0,124.0,39,1
1,22,1,30.0,1,0,0,29273.0,152.0,169,0
0,44,1,28.0,1,1,0,30372.0,124.0,67,0
1,20,1,31.0,0,0,1,2630.0,160.0,130,0
1,28,1,29.0,1,0,1,2630.0,152.0,107,0
1,22,1,10.0,1,0,0,30658.0,152.0,110,0
0,21,1,30.0,0,0,1,18736.0,160.0,281,0
0,70,1,8.0,0,1,1,2630.0,124.0,249,0
0,75,1,50.0,1,1,0,29838.0,26.0,41,0
1,24,1,14.0,1,0,0,39926.0,152.0,171,0
1,20,1,50.0,0,0,1,35251.0,160.0,84,1
1,50,1,28.0,0,1,0,43890.0,124.0,63,0
1,26,1,50.0,1,0,0,32143.0,152.0,271,0
1,48,1,28.0,0,1,1,72038.0,124.0,188,1
0,26,1,29.0,1,1,1,2630.0,156.0,211,0
1,37,1,15.0,0,1,1,38733.0,124.0,257,1
0,45,1,7.0,0,1,1,39515.0,124.0,128,1
1,48,1,37.0,1,1,0,32006.0,23.0,62,0
1,40,1,28.0,1,1,1,30392.0,124.0,136,0
1,21,1,30.0,0,0,1,27095.0,160.0,124,0
0,64,1,28.0,0,1,1,33881.0,122.0,211,0
0,59,1,28.0,0,1,0,25490.0,26.0,229,0
0,28,1,28.0,0,1,1,34187.0,154.0,113,0
0,32,1,46.0,0,1,1,29998.0,124.0,210,1
0,66,1,28.0,0,1,0,42033.0,13.0,81,0
0,22,1,27.0,1,0,0,31858.0,26.0,190,0
1,60,1,28.0,1,1,0,33437.0,152.0,227,0
1,66,1,28.0,0,1,1,2630.0,122.0,37,0
0,35,1,13.0,0,1,0,2630.0,156.0,84,0
0,78,1,3.0,0,1,1,40360.0,26.0,285,0
0,40,1,28.0,0,1,1,39971.0,124.0,25,1
1,32,1,50.0,1,0,0,35611.0,152.0,32,0
1,26,1,8.0,1,0,0,33274.0,152.0,273,0
0,44,1,28.0,0,1,1,32505.0,124.0,185,1
0,47,1,3.0,0,1,1,38071.0,26.0,141,1
0,44,1,8.0,0,1,1,57468.0,7.0,49,1
1,35,1,33.0,0,1,1,30976.0,124.0,294,1
0,26,1,41.0,1,0,0,44557.0,152.0,125,0
1,21,1,8.0,0,0,1,72963.0,160.0,258,0
0,24,1,41.0,1,0,0,31492.0,152.0,171,0
1,44,1,40.0,0,1,1,43928.0,26.0,19,1
1,22,1,8.0,0,0,1,31517.0,160.0,102,0
0,50,1,28.0,0,2,1,40015.0,25.0,164,1
0,57,1,25.0,1,1,0,42464.0,26.0,284,0
1,40,1,28.0,0,1,1,57258.0,26.0,139,1
1,29,1,8.0,0,0,1,54813.0,152.0,269,0
1,20,1,28.0,1,1,1,43452.0,157.0,37,0
1,54,1,28.0,0,1,1,32522.0,122.0,229,0
1,26,1,13.0,1,0,0,18864.0,152.0,227,0
0,71,1,8.0,1,1,1,22029.0,30.0,52,0
0,24,1,8.0,1,0,0,57770.0,152.0,202,0
0,48,1,8.0,0,1,1,48927.0,25.0,264,0
1,25,1,28.0,1,0,0,54419.0,152.0,36,0
1,45,1,25.0,0,1,1,23808.0,160.0,28,0
1,22,1,45.0,1,0,0,44050.0,152.0,86,0
